id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,flud_0620_v1
327246,4,9,3,9,4,5,2,9,6,4,3,5,7,4,2,7,3,1,7,3,0.51,0.48996198
70576,7,14,4,6,4,3,5,4,5,5,6,6,5,5,6,4,6,4,5,4,0.5,0.5543575
296775,0,6,7,7,3,4,9,13,7,7,3,2,3,6,7,7,4,4,4,8,0.59,0.5537533
866905,5,4,6,5,8,5,4,5,3,2,6,2,5,6,4,2,3,6,5,6,0.47,0.4649507
10877,5,6,7,5,3,1,5,4,5,5,5,5,3,5,8,6,7,4,7,5,0.525,0.52162814
277427,9,2,5,2,6,4,3,9,5,4,4,7,3,6,6,7,0,5,7,6,0.505,0.5235888
841741,6,3,0,7,3,3,11,3,1,2,5,7,7,6,5,4,5,4,4,4,0.46,0.44671398
784984,5,8,3,1,5,4,7,4,2,6,5,3,8,5,7,7,4,7,4,3,0.49,0.49864733
1085991,4,6,2,6,6,4,3,2,8,7,4,13,6,5,3,6,7,6,3,4,0.53,0.5396296
94196,4,4,2,4,7,7,3,3,4,4,7,4,3,5,6,3,6,7,8,5,0.48,0.4816221
661291,5,2,7,3,4,4,8,6,4,5,5,3,4,9,6,4,5,8,3,4,0.505,0.511215
999440,4,3,3,6,4,8,4,6,6,8,5,4,5,5,4,5,4,3,4,7,0.485,0.49951535
466615,3,6,5,3,4,2,11,8,6,5,7,4,5,5,5,5,2,4,5,9,0.535,0.55436724
276230,4,7,7,6,7,4,7,6,7,7,6,4,4,3,8,6,8,3,5,8,0.62,0.6122576
894095,5,5,8,9,10,2,4,7,5,5,3,5,5,7,1,4,5,6,5,2,0.52,0.52712244
133396,7,4,4,9,5,4,7,3,12,2,4,0,6,5,5,9,7,5,4,1,0.535,0.5193704
169854,10,5,1,5,4,7,1,4,5,4,6,3,6,6,3,5,4,3,8,6,0.48,0.48691952
372034,4,6,7,4,4,9,5,6,6,8,6,6,6,7,3,5,7,5,6,6,0.6,0.6073055
156414,6,7,10,8,2,2,6,1,3,5,7,2,5,6,2,5,2,8,6,5,0.485,0.5065154
60715,3,4,4,4,7,6,7,4,8,6,2,5,2,5,4,5,2,4,6,3,0.505,0.4579949
284006,2,5,4,7,11,6,3,9,9,4,6,4,4,4,4,5,4,4,2,4,0.54,0.5201049
730462,4,5,1,3,5,4,2,2,7,5,2,7,9,7,9,6,6,5,4,8,0.505,0.5179998
170507,4,2,4,5,7,4,3,8,8,8,8,2,7,7,2,5,8,8,3,3,0.545,0.53286463
1037901,3,1,6,4,5,3,10,9,1,9,4,5,2,8,4,4,3,5,4,9,0.52,0.4798602
521937,3,3,4,1,6,4,9,6,4,4,5,8,3,5,3,3,6,4,3,6,0.425,0.4401291
467883,3,4,7,4,3,5,5,7,3,7,5,7,6,3,3,4,10,8,3,7,0.525,0.53407323
140788,3,9,7,6,2,3,3,4,5,4,1,4,10,6,6,4,6,2,4,8,0.465,0.49783906
149653,8,1,5,6,3,3,4,9,5,4,4,2,8,7,5,1,3,6,2,6,0.515,0.473851
671736,7,6,6,6,5,4,7,7,6,7,5,9,2,8,4,3,5,2,4,1,0.525,0.538458
761009,3,6,4,4,9,8,3,6,4,3,4,5,3,4,3,5,7,4,5,6,0.52,0.48416597
153566,6,6,5,4,4,7,5,6,4,2,4,3,3,6,7,3,4,8,8,3,0.475,0.5027556
161866,6,6,6,5,2,6,4,4,3,7,6,8,5,2,2,4,6,1,5,2,0.425,0.44950724
283369,5,4,4,5,10,4,5,6,4,4,6,6,2,3,5,5,4,5,2,0,0.45,0.44649947
524592,6,3,5,2,3,3,5,3,6,6,3,4,7,5,3,3,7,4,8,8,0.49,0.4780258
419205,4,0,5,4,4,6,5,5,9,4,3,4,3,5,5,4,13,3,1,4,0.495,0.4648198
280190,8,5,3,4,1,4,3,7,7,7,7,2,2,4,3,5,4,4,4,2,0.42,0.44144797
106684,3,5,4,4,5,4,1,6,5,7,6,6,3,2,8,1,6,7,4,5,0.515,0.4667022
591258,3,3,5,8,3,5,4,10,4,5,5,3,5,7,2,1,4,2,4,2,0.4,0.41645062
796736,5,3,2,4,2,7,4,2,5,4,5,3,3,4,3,2,3,5,7,4,0.38,0.3997225
746701,4,6,4,7,6,4,4,4,6,5,8,5,5,4,5,7,6,6,7,6,0.57,0.5684552
611688,8,4,1,5,4,6,4,6,4,3,7,5,3,4,5,6,8,5,0,8,0.49,0.48533922
299304,7,4,5,3,4,1,1,10,6,6,3,8,5,6,3,6,5,1,6,4,0.515,0.48461783
817462,2,3,5,4,9,4,5,4,3,3,6,6,9,8,3,6,5,7,8,4,0.52,0.5320612
706572,4,2,6,8,4,6,3,6,4,3,3,6,5,4,3,7,3,5,3,4,0.45,0.44926408
1027487,2,9,8,2,5,6,5,3,3,5,3,6,5,5,9,4,4,6,6,4,0.555,0.49254352
106403,3,4,5,3,1,8,1,10,7,3,3,4,3,9,4,5,5,4,3,1,0.42,0.44790167
282176,5,2,7,6,6,10,6,6,3,9,4,5,7,5,6,6,3,6,2,7,0.565,0.5839582
110245,2,5,2,6,7,3,7,8,4,5,6,6,4,8,6,6,7,4,8,4,0.565,0.5531234
458071,3,6,9,4,4,3,5,6,7,3,10,4,6,7,3,5,4,7,5,7,0.565,0.55844104
513963,6,2,3,7,6,4,3,6,6,2,5,6,3,2,4,9,5,6,6,3,0.52,0.47559386
460248,4,8,5,4,4,6,3,3,1,4,3,6,4,3,1,2,6,4,5,4,0.395,0.3942206
526486,7,9,3,7,4,4,6,2,6,6,4,7,9,4,3,6,7,6,4,8,0.565,0.58059824
643740,6,2,8,2,5,9,9,2,1,3,2,7,4,6,3,6,6,7,3,13,0.535,0.5369438
77906,7,9,6,6,5,4,10,3,5,2,2,5,5,3,6,7,3,6,6,5,0.535,0.5338675
629505,5,6,3,4,7,4,4,4,4,3,6,8,6,5,7,6,6,2,9,5,0.535,0.53021276
78541,6,6,8,5,5,4,8,7,5,4,4,3,6,4,4,6,5,4,5,7,0.545,0.54249185
233279,6,7,3,3,3,3,5,4,9,4,5,6,3,5,6,6,9,5,4,5,0.54,0.52391493
262583,4,0,2,2,1,5,5,4,5,4,6,5,10,8,5,5,2,3,3,0,0.415,0.40247762
1077743,4,7,3,2,7,6,7,2,8,4,2,5,3,5,3,2,10,6,3,5,0.49,0.47386095
404588,8,5,10,4,5,4,6,5,4,5,5,5,5,3,6,5,6,5,5,8,0.565,0.55386496
648074,5,4,3,4,7,7,4,5,6,6,3,6,7,5,5,5,4,3,9,4,0.51,0.53014964
811302,6,5,4,5,3,5,8,6,4,7,9,4,4,6,8,8,5,5,7,3,0.565,0.5790076
839235,2,11,5,2,7,9,3,7,1,4,5,4,5,4,3,4,5,4,5,6,0.48,0.48809284
810075,5,5,6,7,5,4,6,4,4,3,6,6,7,6,8,3,3,4,6,4,0.525,0.52847266
935186,3,5,4,9,4,9,9,3,7,2,3,4,4,4,6,4,4,4,4,1,0.48,0.47395748
137801,7,6,5,7,1,11,4,11,6,5,6,2,8,3,6,4,2,7,4,2,0.545,0.541426
838368,4,7,2,7,3,5,5,4,3,6,8,5,3,4,4,7,5,3,6,4,0.52,0.48104897
452140,6,1,6,4,4,5,5,6,6,2,10,2,4,3,12,2,8,7,5,7,0.535,0.5327155
4648,8,5,4,3,4,8,4,4,5,5,2,5,4,5,8,6,5,2,4,8,0.495,0.5179211
374087,4,7,4,6,4,3,5,9,6,7,4,5,4,4,8,7,2,2,5,8,0.56,0.5436573
242303,7,5,7,3,6,3,5,5,3,4,8,7,8,3,5,5,6,8,3,4,0.535,0.54205745
46004,1,3,5,2,6,7,6,8,4,10,4,5,5,5,6,8,6,2,4,3,0.515,0.5245247
742635,5,5,13,5,3,7,3,7,8,3,6,3,6,4,4,3,2,8,4,3,0.54,0.51065344
705462,6,4,5,4,5,4,3,4,7,4,2,7,6,6,7,8,5,9,6,7,0.55,0.5666795
586152,2,3,6,9,5,6,4,6,2,9,8,6,6,4,5,4,2,7,4,10,0.565,0.53739333
827093,6,3,3,3,4,5,4,2,3,5,6,5,6,6,4,6,3,5,6,8,0.46,0.4720508
777910,6,5,6,4,9,6,4,4,4,4,5,6,7,6,3,3,3,4,5,3,0.465,0.48611644
131124,9,4,3,8,5,3,6,8,3,9,3,3,3,4,3,7,4,6,5,9,0.535,0.5406903
1018594,1,6,8,4,5,5,6,4,4,5,5,4,5,4,3,5,8,9,5,9,0.535,0.54340434
7919,8,5,5,6,5,2,7,2,7,5,3,4,4,4,3,4,1,4,6,9,0.52,0.47652447
1105943,4,3,3,4,6,5,6,13,7,7,7,7,2,3,8,1,6,6,3,5,0.555,0.5337632
990246,5,0,4,5,5,8,8,5,5,6,4,6,6,2,6,8,4,7,5,5,0.56,0.536335
562632,5,4,7,5,2,5,10,3,5,5,6,3,5,5,5,4,6,1,5,6,0.475,0.49041602
270186,4,4,9,2,3,6,2,3,6,5,2,4,6,3,6,4,4,8,2,8,0.45,0.4650398
573688,9,8,1,5,5,6,0,4,2,3,6,3,8,2,5,4,1,3,10,6,0.495,0.45587438
449389,8,4,6,4,4,7,3,7,5,1,8,4,4,5,5,4,8,5,6,7,0.545,0.54774696
95958,5,8,1,3,3,6,3,8,3,9,3,5,5,2,3,8,5,9,3,6,0.52,0.5048683
132303,5,3,7,8,8,8,4,4,6,7,2,5,6,6,8,11,3,5,2,2,0.575,0.5707499
702015,9,3,3,5,6,3,9,3,3,7,8,9,6,4,1,5,4,6,5,4,0.52,0.5174285
541209,2,7,4,6,2,2,5,7,2,7,4,3,3,6,5,4,8,5,9,3,0.49,0.4855757
1117281,4,8,2,4,8,8,7,5,7,8,4,5,5,7,4,2,4,2,5,1,0.495,0.5111518
416569,6,7,4,6,6,3,5,4,5,4,7,10,3,6,4,6,5,6,4,3,0.535,0.53175473
755435,4,6,4,5,3,7,6,4,6,7,6,4,8,3,4,8,5,6,4,4,0.525,0.5297923
447373,9,5,4,0,8,5,9,1,3,3,4,5,9,5,4,4,5,9,6,5,0.535,0.53920317
514316,1,5,8,6,11,4,4,1,3,4,7,2,7,2,6,2,6,4,4,4,0.405,0.4384843
692327,10,7,9,6,0,2,10,6,0,3,4,3,7,9,4,3,10,7,7,2,0.565,0.5465183
625257,3,3,8,5,6,10,6,4,6,3,3,4,4,6,7,4,7,5,6,7,0.57,0.5484872
9328,10,5,9,6,4,1,6,4,4,3,3,6,7,5,7,6,2,6,3,4,0.505,0.5191046
392436,5,3,6,7,6,6,5,6,6,6,5,6,7,5,7,6,5,4,8,3,0.57,0.58422923
155140,8,5,2,11,7,4,6,5,2,3,5,3,6,5,4,2,6,5,5,3,0.51,0.48932084
1089914,3,6,2,1,2,8,11,4,2,7,3,10,6,9,0,1,4,5,6,6,0.465,0.49031553
664905,5,4,1,3,3,6,8,4,4,8,7,5,5,4,2,4,2,5,6,10,0.48,0.48634723
328230,5,8,8,4,2,7,6,5,3,6,6,5,5,5,5,4,3,2,6,3,0.51,0.49618113
669522,3,8,4,2,6,4,4,7,5,5,1,2,4,5,7,7,5,6,9,0,0.515,0.4867379
691320,2,4,7,4,8,8,4,4,0,5,4,0,4,3,6,3,4,2,3,10,0.42,0.42863232
1062381,2,5,6,1,1,6,4,4,6,4,5,5,3,7,4,6,4,7,4,6,0.425,0.46853995
783764,5,3,4,1,3,10,4,4,5,1,9,8,7,3,4,9,6,3,2,2,0.455,0.46697223
199570,3,5,7,6,7,4,4,3,4,4,5,6,4,6,9,9,4,2,5,6,0.525,0.5259446
578644,2,2,4,6,8,5,5,4,4,2,9,9,5,3,2,5,10,6,5,3,0.515,0.49142095
539378,5,3,0,3,6,4,3,2,8,3,1,6,3,9,1,5,6,4,8,4,0.375,0.42824626
964838,5,5,10,3,4,5,5,5,6,6,5,4,5,7,5,4,1,4,4,5,0.5,0.49999022
667612,6,2,3,10,4,6,7,8,4,4,5,4,5,3,7,3,6,4,3,3,0.475,0.48344505
954039,5,3,9,4,8,5,5,3,1,4,6,6,9,3,7,4,7,4,5,6,0.525,0.525541
372760,5,6,11,8,8,3,3,7,6,5,8,2,3,5,8,3,3,5,4,1,0.535,0.53041184
363331,6,4,7,6,7,6,5,8,4,3,4,4,2,10,6,2,3,8,2,7,0.535,0.5363263
541482,2,6,5,8,6,5,5,3,11,2,3,6,3,2,8,5,7,5,3,5,0.53,0.50788903
303821,4,2,4,7,11,4,1,1,5,3,3,5,5,6,2,12,5,3,7,3,0.445,0.43425974
515388,7,9,5,6,2,1,5,7,6,6,3,4,6,4,4,11,6,4,3,3,0.51,0.53187454
851761,7,2,5,5,4,7,1,4,8,5,3,8,3,2,7,4,6,4,3,4,0.47,0.47580296
1049888,4,11,3,7,2,3,10,3,3,3,7,9,3,1,7,6,3,3,1,2,0.45,0.45361504
1078288,7,5,5,5,3,6,10,5,2,10,3,4,7,4,3,6,9,4,7,0,0.535,0.5393237
715056,4,5,2,3,5,3,3,8,6,4,5,3,4,5,4,5,4,5,7,6,0.505,0.46505475
555893,3,8,3,7,7,4,5,4,4,7,3,8,6,10,5,5,7,3,8,3,0.58,0.5541607
142891,4,5,2,6,2,3,5,4,1,3,3,7,3,5,6,6,4,5,2,4,0.39,0.4022727
591492,3,3,4,4,3,4,7,2,6,4,1,7,4,2,2,4,3,6,9,2,0.39,0.40293953
675224,2,5,4,7,6,3,4,2,7,6,3,2,8,4,5,4,6,4,3,7,0.47,0.47578716
952302,5,3,5,3,3,5,6,6,7,4,5,2,1,9,7,5,6,5,6,5,0.49,0.4835301
46278,6,4,3,5,2,4,2,2,3,3,3,4,7,5,9,8,5,5,4,9,0.46,0.46345723
263590,5,3,5,7,7,6,7,4,7,6,5,4,7,4,3,9,5,8,5,6,0.615,0.59190345
794582,4,10,5,3,7,1,2,5,4,4,7,10,8,4,6,4,4,5,4,8,0.53,0.53655154
70872,3,5,5,4,1,5,4,4,3,4,3,6,1,11,7,8,4,5,7,2,0.455,0.45425606
998458,5,6,7,4,5,8,12,3,6,6,3,3,4,7,2,4,5,5,8,4,0.54,0.545385
715705,8,2,3,3,4,2,5,6,4,4,6,2,5,3,2,5,5,5,5,2,0.395,0.39946997
587587,3,6,3,5,3,8,4,5,5,4,3,2,4,5,3,6,4,4,2,3,0.41,0.4081545
986317,3,7,2,5,8,3,4,3,4,6,4,3,7,4,5,7,7,3,6,3,0.49,0.48218435
99568,7,4,0,3,6,2,1,7,5,5,3,8,8,5,4,2,7,5,3,5,0.46,0.46895072
617421,6,5,2,9,5,2,7,1,2,6,8,3,3,4,7,5,4,5,5,2,0.455,0.45816308
418427,3,5,5,2,8,3,10,5,3,3,2,5,5,9,2,5,5,11,5,2,0.49,0.48764962
856795,6,6,5,4,8,6,7,5,6,5,6,3,3,6,9,5,3,3,4,5,0.545,0.5372285
910359,4,3,7,5,5,8,1,4,3,7,5,3,6,9,4,3,6,3,2,2,0.43,0.45897967
508048,7,5,5,4,6,5,6,8,5,5,4,7,3,3,4,5,10,5,4,4,0.55,0.5430099
42615,5,4,4,5,3,5,5,7,4,4,8,3,5,4,7,7,3,4,6,6,0.495,0.5060872
90903,6,6,1,8,4,5,7,7,4,5,6,4,3,4,2,6,3,6,5,6,0.49,0.4951455
515979,5,4,3,4,9,6,9,6,2,7,5,5,6,5,5,3,10,4,3,3,0.535,0.52525735
82988,6,3,4,1,2,3,6,2,7,4,5,7,4,3,5,2,5,2,3,2,0.37,0.39359814
840238,4,0,8,7,6,6,6,8,8,10,6,5,3,6,2,5,5,7,8,2,0.565,0.56981325
936361,2,4,5,3,4,4,3,5,2,0,0,6,7,5,8,4,1,4,4,4,0.415,0.39631188
503292,5,4,5,4,5,6,4,6,4,2,3,4,5,3,5,3,6,5,4,8,0.455,0.46154377
605792,5,8,7,3,3,6,4,1,6,6,3,3,3,5,2,6,5,5,7,4,0.44,0.47536334
625057,3,1,1,7,3,5,9,2,5,5,3,2,4,6,5,6,4,8,6,6,0.455,0.4654246
792287,9,6,4,2,6,5,10,6,5,4,9,7,9,5,3,7,5,4,8,9,0.63,0.63232833
744463,5,6,6,2,3,5,4,3,9,4,9,6,5,4,2,3,4,8,7,2,0.5,0.49963367
246647,4,4,3,4,4,6,6,2,4,6,5,3,3,4,6,4,5,6,8,6,0.48,0.47592217
746668,8,4,4,3,4,4,4,2,8,5,6,4,4,7,9,8,4,7,3,3,0.505,0.51306486
737877,7,5,3,6,5,5,3,6,4,5,5,5,4,5,10,7,5,5,2,8,0.55,0.54526186
868662,2,7,8,6,5,2,8,7,8,4,6,11,5,6,2,3,0,8,2,7,0.56,0.5574216
228298,6,7,4,2,4,4,6,1,5,8,6,5,3,3,5,3,6,5,6,6,0.47,0.47771806
178459,3,0,4,6,5,6,5,5,9,6,7,4,3,8,5,7,4,10,4,4,0.525,0.54116976
942873,6,4,5,7,6,1,5,6,6,6,6,3,3,3,1,3,2,3,8,8,0.44,0.4786895
946060,4,3,2,1,9,4,1,5,3,2,5,10,3,4,0,7,8,5,10,2,0.42,0.47416216
15902,5,5,11,2,4,4,5,1,4,8,3,5,8,1,6,5,4,6,7,2,0.465,0.48541617
306401,3,5,5,6,4,2,7,9,8,4,6,5,6,5,6,4,8,6,2,3,0.52,0.54869485
71118,6,0,7,5,6,3,6,7,6,5,6,4,2,3,7,7,6,4,8,2,0.53,0.5036543
767741,6,3,3,5,5,3,6,7,3,2,5,2,6,3,2,3,3,4,6,5,0.395,0.40084827
690332,3,4,1,5,6,5,6,8,1,5,6,4,3,4,7,2,4,6,6,6,0.455,0.45411792
142138,4,6,6,7,7,7,7,5,7,8,6,5,8,3,4,7,7,5,6,4,0.63,0.6146823
788921,5,4,3,5,4,6,4,5,5,3,8,6,6,4,7,7,5,4,5,4,0.505,0.51130116
742272,4,7,6,6,6,6,3,3,7,5,2,2,3,1,5,8,6,6,5,3,0.445,0.4745226
623075,5,5,4,3,3,6,5,7,6,3,4,7,3,1,5,6,7,8,5,4,0.465,0.49297318
622405,3,3,3,2,3,3,7,3,7,3,7,5,5,8,7,8,5,6,5,7,0.495,0.5092657
468886,3,9,2,6,9,3,4,3,10,5,8,6,6,2,5,6,3,5,6,3,0.535,0.5322026
357864,3,4,8,6,4,8,3,3,6,3,5,7,5,3,5,5,6,4,4,5,0.475,0.48394316
697185,7,6,4,2,4,3,2,4,5,10,3,7,6,3,8,4,6,3,3,7,0.485,0.49222344
892834,6,5,9,11,4,7,9,8,7,5,4,5,5,8,5,5,6,7,6,3,0.67,0.6399045
1028360,4,6,5,3,7,10,3,5,8,6,8,6,1,3,3,4,4,3,4,5,0.53,0.48776332
290836,6,4,3,8,8,5,8,6,6,3,5,1,3,4,3,5,5,5,5,5,0.52,0.49289313
244394,3,9,5,6,8,6,6,8,2,1,4,6,5,4,3,6,4,4,2,2,0.445,0.47902304
1058856,3,4,3,6,7,5,1,6,4,3,2,4,3,1,4,3,5,4,13,5,0.43,0.4185827
975227,4,5,5,3,5,9,5,1,4,3,3,5,9,5,3,3,7,1,10,6,0.48,0.50056016
404372,8,2,3,6,4,3,5,4,3,6,6,4,3,5,3,8,5,5,4,4,0.455,0.46722847
588469,3,7,3,2,3,2,4,3,3,4,3,2,5,10,3,4,5,4,14,8,0.485,0.44644183
597365,2,5,9,10,1,5,4,4,5,2,6,2,11,6,8,5,7,3,3,1,0.515,0.48418623
938659,6,3,5,6,7,3,3,2,6,9,5,5,4,5,10,7,8,6,10,3,0.595,0.5750157
860270,6,4,4,8,7,5,4,4,5,3,8,5,6,8,7,6,7,3,7,5,0.575,0.5810815
344965,6,8,3,4,11,2,3,3,4,4,6,4,3,5,5,7,5,8,6,4,0.54,0.519609
231871,2,4,4,6,6,4,4,6,6,8,4,5,2,1,6,2,4,5,6,4,0.45,0.44647112
1013468,6,8,6,7,6,6,3,9,6,3,3,4,7,5,6,5,3,5,4,5,0.57,0.55656755
405645,1,4,4,6,4,6,3,4,5,3,7,7,8,4,3,3,3,7,6,5,0.48,0.47758132
933995,3,5,5,5,6,6,7,4,5,7,6,5,7,8,1,3,6,1,7,5,0.525,0.52209544
948220,5,4,6,6,4,3,4,7,4,6,8,6,4,7,7,4,5,5,5,3,0.52,0.53309304
8356,8,4,3,7,3,6,5,6,3,2,2,5,2,7,4,3,6,4,9,6,0.47,0.47972098
94420,4,2,8,8,4,6,4,3,6,3,6,1,7,12,6,6,7,5,5,2,0.53,0.53223526
435610,7,5,4,4,6,4,9,5,7,5,4,5,6,4,5,4,8,4,8,5,0.55,0.57309484
1013419,5,2,2,6,9,4,6,7,9,6,3,6,4,5,3,6,6,4,4,3,0.505,0.52403903
744283,6,4,7,6,3,3,3,3,3,2,8,5,5,9,4,5,7,3,5,5,0.49,0.48906428
364209,6,6,5,7,8,2,8,6,3,2,4,4,4,7,3,9,4,5,2,3,0.53,0.51298195
943287,4,4,7,4,5,6,4,7,3,4,6,4,4,8,6,6,9,3,3,3,0.505,0.5131742
1039953,9,5,4,3,7,5,5,5,6,8,5,6,2,8,8,3,2,2,4,3,0.54,0.50693274
1082987,8,6,5,5,3,8,9,7,5,7,4,3,7,8,5,4,4,5,3,3,0.58,0.56803685
270932,9,3,4,4,2,2,4,4,3,3,9,4,4,7,2,4,5,3,6,7,0.45,0.43727204
705182,4,7,5,6,6,7,6,6,5,5,8,5,6,4,4,4,6,8,6,4,0.57,0.59105325
926743,6,4,5,7,11,6,2,5,8,5,8,8,7,4,2,6,7,3,5,4,0.6,0.5718226
649674,6,4,4,5,3,4,3,5,5,10,4,2,2,5,7,9,4,3,7,7,0.495,0.49251702
598102,4,5,3,5,4,9,5,5,4,2,5,4,4,5,4,8,6,4,5,6,0.475,0.48801613
19299,6,5,7,6,3,2,6,2,2,11,4,4,6,4,4,4,4,3,7,3,0.48,0.47769082
290850,4,4,4,4,5,3,8,7,5,5,3,5,5,3,5,7,8,3,6,6,0.515,0.5105027
320709,5,6,4,6,3,5,5,6,6,1,3,5,2,4,3,6,8,2,2,7,0.44,0.466524
493291,5,7,5,8,4,3,6,4,7,3,3,7,6,8,4,7,5,1,4,7,0.535,0.54696995
347330,3,3,4,3,7,8,3,5,6,5,10,5,4,5,0,4,6,5,5,6,0.5,0.48987222
678556,4,8,9,5,5,5,5,3,4,0,5,8,8,3,4,6,3,5,4,10,0.535,0.53145736
678308,5,5,4,4,6,8,3,5,5,5,5,4,3,4,2,4,5,6,5,8,0.48,0.48769763
483023,6,8,3,6,6,7,3,4,4,8,3,4,4,4,5,5,6,5,4,7,0.55,0.53038657
234707,6,2,6,1,4,5,4,5,7,4,6,4,3,1,7,3,8,7,3,3,0.45,0.44987148
857847,5,3,8,3,5,7,6,2,6,5,5,4,5,2,5,3,6,3,6,2,0.505,0.44384348
1074232,2,6,8,7,5,4,6,4,3,6,7,3,4,4,5,8,8,4,4,3,0.54,0.51786005
420609,5,7,3,5,8,8,2,6,4,4,5,3,6,7,7,5,3,8,7,4,0.56,0.5543858
865371,5,6,5,8,5,6,7,6,3,4,2,7,6,6,8,6,4,0,4,6,0.56,0.5503877
483333,6,4,9,6,1,6,6,3,7,6,5,9,2,3,5,4,6,4,9,3,0.535,0.526559
317092,4,4,4,2,4,2,4,2,3,4,5,4,5,2,5,8,2,5,4,3,0.37,0.3907224
626840,4,8,5,6,5,7,4,5,8,3,4,4,6,6,5,5,2,4,4,5,0.515,0.5118243
545663,5,4,2,8,11,8,5,5,3,7,3,4,4,3,3,7,5,5,6,3,0.505,0.5176799
1054195,7,4,7,6,8,5,4,7,6,8,6,4,6,5,3,4,3,3,4,4,0.535,0.52840364
498045,5,4,6,6,5,8,3,4,4,6,5,2,4,3,2,5,5,5,5,4,0.45,0.46445337
293642,3,4,5,0,10,6,2,5,8,5,5,5,6,7,3,9,4,8,4,5,0.525,0.5427857
54775,5,8,4,9,3,6,6,3,7,1,6,4,6,9,5,3,7,5,2,4,0.525,0.5328337
911888,7,1,4,5,5,4,6,4,6,7,6,6,5,7,8,3,4,4,4,7,0.525,0.5328353
765714,6,8,4,5,2,4,3,7,2,5,7,3,2,6,3,6,7,2,9,6,0.485,0.4943819
879808,4,1,4,4,4,5,4,5,9,6,5,3,3,9,4,6,7,4,5,5,0.51,0.48805472
424395,5,4,6,4,5,3,5,2,1,4,6,6,4,5,8,6,6,5,5,4,0.515,0.47821847
467964,5,6,5,2,3,2,6,4,8,1,9,2,2,8,5,8,2,7,7,6,0.485,0.50168735
668794,8,7,5,6,3,4,5,4,5,3,3,8,5,7,6,5,5,5,5,6,0.535,0.5394826
1027604,5,9,6,5,4,6,3,4,7,3,5,6,4,3,5,6,2,8,3,5,0.495,0.49856803
601954,6,6,8,5,5,5,5,3,5,4,3,5,3,3,5,4,4,4,3,4,0.425,0.44833657
693286,5,3,6,4,7,4,4,4,10,3,2,4,3,3,4,6,4,6,5,6,0.46,0.47483334
427077,10,4,4,2,2,4,3,6,5,7,6,2,1,8,4,4,10,5,3,7,0.485,0.48491478
539904,5,5,6,5,3,5,7,4,5,5,3,8,3,5,4,7,4,5,6,3,0.485,0.50936085
892789,4,4,4,8,5,7,4,3,2,6,8,7,6,4,4,5,5,4,1,7,0.475,0.4964962
629069,1,3,6,5,4,4,2,4,5,14,4,5,5,7,9,3,3,8,8,5,0.53,0.53220016
694760,10,5,4,5,5,1,4,2,7,4,6,11,8,5,2,5,5,7,4,7,0.545,0.5446241
406758,8,0,3,1,4,4,3,7,4,7,8,4,3,4,5,6,9,3,6,3,0.515,0.47920293
417119,4,6,6,3,4,5,5,5,8,6,6,5,7,2,3,2,4,5,7,4,0.48,0.4922257
789005,6,3,6,6,5,2,8,4,8,6,5,8,5,3,3,5,5,4,6,5,0.525,0.52926385
365448,5,8,7,5,3,3,3,5,4,4,6,4,5,4,6,4,3,3,3,10,0.47,0.47949988
462549,5,8,4,5,7,3,4,6,4,3,5,4,4,6,3,4,7,3,3,3,0.485,0.46494466
576454,6,5,8,3,4,2,5,2,5,10,6,5,2,6,5,3,5,3,6,7,0.53,0.49022493
424936,6,3,8,4,5,3,6,7,2,6,9,5,5,1,4,6,2,6,4,4,0.48,0.48882648
797155,3,7,2,5,5,3,3,7,9,6,6,6,8,3,6,7,3,5,8,5,0.54,0.5452951
345298,6,3,7,4,4,6,4,1,4,2,4,7,3,2,5,5,4,6,6,3,0.43,0.42521694
12762,5,6,5,3,5,5,4,4,1,2,7,8,5,2,6,4,10,1,9,2,0.45,0.48203027
973706,6,4,5,7,5,5,5,4,5,5,8,5,5,3,4,3,4,7,4,3,0.485,0.4836824
1115377,6,5,4,4,4,2,1,6,6,4,6,8,4,8,4,7,8,2,6,5,0.495,0.5292083
726820,11,6,7,3,4,3,3,7,6,6,3,2,5,4,5,4,9,3,4,5,0.53,0.5026099
1033862,5,4,10,6,3,6,8,7,2,6,6,2,3,6,2,5,5,9,6,6,0.56,0.5489001
396143,5,9,5,2,6,4,4,5,7,6,5,6,5,3,6,6,6,3,0,8,0.54,0.5307957
416465,5,4,5,3,5,5,5,5,4,4,6,5,4,8,6,5,5,4,4,5,0.475,0.4879971
73856,8,3,8,3,7,6,5,2,2,3,5,3,9,4,8,5,3,5,5,5,0.53,0.49466243
740743,5,9,5,3,4,4,3,4,4,1,6,6,3,6,10,3,5,5,4,8,0.475,0.5006367
780988,5,4,3,5,6,6,4,6,3,7,5,5,3,5,8,4,9,5,4,4,0.505,0.5235361
765257,7,5,3,3,8,5,2,3,5,6,5,3,5,6,8,4,6,8,2,3,0.49,0.49918845
231015,3,4,6,3,9,1,1,4,8,4,3,1,5,4,4,5,3,6,10,8,0.505,0.4780693
